Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
2017-11-16,Southern,609.54,590.86,47.83,55.53,72.56,63.02
2017-11-16,Eastern,479.32,402.75,NaN,NaN,36.75,34.88
2017-11-16,NorthEastern,29.11,31.84,NaN,NaN,12.92,15.83
2017-11-17,Northern,574.07,598.33,21.30,36.93,117.50,111.15
2017-11-17,Western,"1,093.30","1,177.58",25.17,16.93,45.87,18.75
2017-11-17,Southern,609.54,599.42,47.83,55.49,72.56,67.70
2017-11-17,Eastern,479.32,396.23,NaN,NaN,36.75,39.57
2017-11-17,NorthEastern,29.11,32.61,NaN,NaN,12.92,15.64
2017-11-18,Northern,574.07,586.46,21.30,37.13,117.50,112.45
2017-11-18,Western,"1,095.61","1,176.45",25.17,16.91,45.87,18.78
2017-11-18,Southern,609.54,595.39,47.83,55.35,72.56,61.42
2017-11-18,Eastern,474.02,399.44,NaN,NaN,36.75,36.53
2017-11-18,NorthEastern,29.11,31.69,NaN,NaN,12.92,15.34
2017-11-19,Northern,574.07,567.48,21.30,37.09,117.50,115.84
2017-11-19,Western,"1,133.28","1,138.78",25.17,16.89,45.87,21.81
2017-11-19,Southern,609.54,575.62,47.83,55.29,72.56,43.54
2017-11-19,Eastern,474.02,408.93,NaN,NaN,36.75,28.96
2017-11-19,NorthEastern,29.11,32.41,NaN,NaN,12.92,15.50
2017-11-20,Northern,584.12,585.78,21.30,37.20,117.50,110.10
2017-11-20,Western,"1,100.91","1,154.10",25.17,16.88,45.87,21.09
2017-11-20,Southern,598.75,573.96,47.83,54.49,72.56,55.53
2017-11-20,Eastern,474.02,420.40,NaN,NaN,36.75,32.16
2017-11-20,NorthEastern,29.11,32.42,NaN,NaN,12.92,15.28
2017-11-21,Northern,584.12,594.40,21.30,37.31,117.50,105.64
2017-11-21,Western,"1,100.91","1,174.37",25.17,29.78,45.87,21.12
2017-11-21,Southern,598.75,583.45,47.83,61.76,72.56,48.78
2017-11-21,Eastern,473.52,410.35,NaN,NaN,36.75,30.49
2017-11-21,NorthEastern,29.11,32.62,NaN,NaN,12.92,14.83
2017-11-22,Northern,581.44,597.21,21.30,37.26,117.50,104.61
2017-11-22,Western,"1,100.91","1,169.40",25.17,29.81,45.87,20.34
2017-11-22,Southern,598.75,590.17,47.83,69.36,72.56,51.21
2017-11-22,Eastern,466.65,420.88,NaN,NaN,36.75,29.41
2017-11-22,NorthEastern,29.11,28.91,NaN,NaN,12.92,16.18
2017-11-23,Northern,599.94,604.12,21.30,37.30,117.50,101.82
2017-11-23,Western,"1,100.91","1,170.22",25.17,29.82,45.87,18.03
2017-11-23,Southern,598.75,581.31,47.83,69.64,72.56,52.30
2017-11-23,Eastern,466.65,435.01,NaN,NaN,36.75,27.27
2017-11-23,NorthEastern,29.11,29.42,NaN,NaN,12.92,14.80
2017-11-24,Northern,599.94,588.53,21.30,37.36,117.50,101.16
2017-11-24,Western,"1,100.91","1,183.26",25.17,29.82,45.87,17.53
2017-11-24,Southern,598.75,601.36,47.83,72.08,72.56,60.38
2017-11-24,Eastern,466.65,450.88,NaN,NaN,36.75,26.97
2017-11-24,NorthEastern,29.11,29.45,NaN,NaN,12.92,15.56
2017-11-25,Northern,599.29,589.85,21.30,37.29,117.50,102.87
2017-11-25,Western,"1,100.91","1,169.33",25.17,29.82,45.87,17.92
2017-11-25,Southern,598.75,586.54,47.83,69.69,72.56,52.11
2017-11-25,Eastern,471.95,433.39,NaN,NaN,36.75,27.75
2017-11-25,NorthEastern,29.11,29.07,NaN,NaN,12.92,14.54
2017-11-26,Northern,601.84,568.87,21.30,37.29,117.50,102.31
2017-11-26,Western,"1,095.47","1,136.79",25.17,29.81,45.87,13.98
2017-11-26,Southern,598.75,557.00,47.83,61.67,72.56,39.48
2017-11-26,Eastern,477.75,430.58,NaN,NaN,36.75,23.19
2017-11-26,NorthEastern,29.11,29.87,NaN,NaN,12.92,14.56
2017-11-27,Northern,612.19,571.62,21.30,37.18,117.50,108.48
2017-11-27,Western,"1,103.72","1,175.93",25.17,29.80,45.87,25.80
2017-11-27,Southern,594.56,561.35,47.83,57.26,72.56,59.50
2017-11-27,Eastern,482.25,440.76,NaN,NaN,36.75,31.02
2017-11-27,NorthEastern,29.11,31.88,NaN,NaN,12.92,14.46
2017-11-28,Northern,614.85,594.04,21.30,37.16,117.50,104.92
2017-11-28,Western,"1,103.72","1,174.72",25.17,29.86,45.87,35.41
2017-11-28,Southern,594.56,573.29,47.83,58.01,72.56,55.69
2017-11-28,Eastern,482.25,444.28,NaN,NaN,36.75,31.54
2017-11-28,NorthEastern,29.11,30.47,NaN,NaN,12.92,14.57
2017-11-29,Northern,615.50,592.63,21.30,37.14,117.50,107.18
2017-11-29,Western,"1,103.72","1,157.82",25.17,29.85,45.87,36.74
2017-11-29,Southern,594.56,551.64,47.83,61.77,72.56,45.30
2017-11-29,Eastern,482.25,453.69,NaN,NaN,36.75,28.83
2017-11-29,NorthEastern,29.11,29.75,NaN,NaN,12.92,14.15
2017-11-30,Northern,618.83,598.02,21.30,37.15,117.50,106.80
2017-11-30,Western,"1,103.72","1,159.77",25.17,29.90,45.87,19.92
2017-11-30,Southern,594.56,501.06,47.83,53.91,72.56,42.39
2017-11-30,Eastern,482.25,456.64,NaN,NaN,36.75,27.96
2017-11-30,NorthEastern,29.11,28.22,NaN,NaN,12.92,14.01
2017-12-01,Northern,607.52,597.34,24.70,37.14,105.23,105.20
2017-12-01,Western,"1,056.13","1,139.89",25.16,29.89,42.27,22.09
2017-12-01,Southern,595.72,481.08,26.15,63.42,69.72,40.72
2017-12-01,Eastern,472.60,445.17,NaN,NaN,22.60,27.49
2017-12-01,NorthEastern,29.14,27.30,NaN,NaN,12.11,13.40
2017-12-02,Northern,607.50,602.44,24.70,36.30,105.23,109.52
2017-12-02,Western,"1,067.74","1,130.34",25.16,29.87,42.27,20.27
2017-12-02,Southern,605.43,486.72,26.15,63.95,69.72,48.33
2017-12-02,Eastern,472.60,440.62,NaN,NaN,22.60,26.14
2017-12-02,NorthEastern,29.14,27.27,NaN,NaN,12.11,13.71
2017-12-03,Northern,607.50,577.35,24.70,37.20,105.23,105.76
2017-12-03,Western,"1,067.74","1,106.24",25.16,29.86,42.27,19.60
2017-12-03,Southern,609.50,460.29,26.15,64.19,69.72,40.77
2017-12-03,Eastern,470.05,437.17,NaN,NaN,22.60,22.66
2017-12-03,NorthEastern,29.14,27.26,NaN,NaN,12.11,13.43
2017-12-04,Northern,620.86,589.21,24.70,37.25,105.23,107.08
2017-12-04,Western,"1,067.74","1,116.18",25.16,29.84,42.27,19.57
2017-12-04,Southern,609.50,491.26,26.15,70.69,69.72,55.65
2017-12-04,Eastern,470.05,438.04,NaN,NaN,22.60,26.99
2017-12-04,NorthEastern,29.14,32.44,NaN,NaN,12.11,12.18
2017-12-05,Northern,620.86,570.21,24.70,37.57,105.23,107.37
2017-12-05,Western,"1,069.81","1,046.71",25.16,29.80,42.27,20.17
2017-12-05,Southern,597.93,508.78,26.15,74.08,69.72,54.26
2017-12-05,Eastern,470.05,434.27,NaN,NaN,22.60,27.45
2017-12-05,NorthEastern,29.14,33.02,NaN,NaN,12.11,12.73
2017-12-06,Northern,633.15,562.75,24.70,37.32,105.23,106.81
2017-12-06,Western,"1,070.96","1,075.48",25.16,28.45,42.27,21.11
2017-12-06,Southern,599.39,530.32,26.15,73.91,69.72,57.70
2017-12-06,Eastern,474.70,442.18,NaN,NaN,22.60,23.15
2017-12-06,NorthEastern,29.14,29.40,NaN,NaN,12.11,12.70
2017-12-07,Northern,633.15,573.74,24.70,37.08,105.23,105.97
2017-12-07,Western,"1,070.96","1,111.76",25.16,29.15,42.27,20.05
2017-12-07,Southern,599.39,535.50,26.15,74.66,69.72,62.09
2017-12-07,Eastern,474.70,442.56,NaN,NaN,22.60,22.60
2017-12-07,NorthEastern,29.14,32.10,NaN,NaN,12.11,12.67
2017-12-08,Northern,633.15,587.37,24.70,37.39,105.23,107.21
2017-12-08,Western,"1,070.96","1,159.01",25.16,29.67,42.27,16.70
2017-12-08,Southern,599.39,522.69,26.15,74.77,69.72,65.36
2017-12-08,Eastern,474.70,443.99,NaN,NaN,22.60,23.30
2017-12-08,NorthEastern,29.14,32.83,NaN,NaN,12.11,12.76
2017-12-09,Northern,633.15,594.68,24.70,37.34,105.23,108.66
2017-12-09,Western,"1,070.96","1,153.35",25.16,29.76,42.27,23.89
2017-12-09,Southern,594.99,521.21,26.15,74.68,69.72,65.27
2017-12-09,Eastern,474.70,447.16,NaN,NaN,22.60,23.99
2017-12-09,NorthEastern,29.14,32.78,NaN,NaN,12.11,13.26
2017-12-10,Northern,623.90,577.47,24.70,37.39,105.23,107.53
2017-12-10,Western,"1,073.05","1,123.38",25.16,29.86,42.27,18.80
2017-12-10,Southern,594.99,527.21,26.15,57.05,69.72,47.57
2017-12-10,Eastern,474.70,443.27,NaN,NaN,22.60,22.83
2017-12-10,NorthEastern,29.14,32.96,NaN,NaN,12.11,13.35
2017-12-11,Northern,623.90,583.99,30.60,37.27,105.23,105.93
2017-12-11,Western,"1,073.05","1,123.08",25.16,29.90,42.27,26.25
2017-12-11,Southern,599.23,544.25,26.15,47.70,69.72,75.24
2017-12-11,Eastern,474.70,441.27,NaN,NaN,22.60,26.95
2017-12-11,NorthEastern,29.14,32.31,NaN,NaN,12.11,13.03
2017-12-12,Northern,623.90,546.30,30.60,37.36,105.23,115.39
2017-12-12,Western,"1,070.76","1,151.50",25.16,29.75,42.27,21.73
2017-12-12,Southern,598.32,540.84,26.15,48.46,69.72,88.72
2017-12-12,Eastern,469.41,442.41,NaN,NaN,22.60,26.29
2017-12-12,NorthEastern,29.14,33.80,NaN,NaN,12.11,12.68
2017-12-13,Northern,634.95,598.09,30.60,37.49,105.23,118.86
2017-12-13,Western,"1,070.76","1,186.99",25.16,29.84,42.27,21.05
2017-12-13,Southern,598.32,570.43,26.15,48.48,69.72,78.52
2017-12-13,Eastern,469.41,442.93,NaN,NaN,22.60,27.01
2017-12-13,NorthEastern,29.14,35.15,NaN,NaN,12.11,12.99
2017-12-14,Northern,636.29,602.29,30.60,37.44,105.23,112.38
2017-12-14,Western,"1,079.98","1,151.45",25.16,29.97,42.27,23.42
2017-12-14,Southern,598.32,568.07,26.15,48.68,69.72,67.08
2017-12-14,Eastern,469.41,437.12,NaN,NaN,22.60,24.16
2017-12-14,NorthEastern,29.14,33.88,NaN,NaN,12.11,13.06
2017-12-15,Northern,624.65,630.20,30.60,37.53,105.23,113.07
2017-12-15,Western,"1,079.98","1,128.08",25.16,29.97,42.27,22.06
2017-12-15,Southern,598.32,556.50,26.15,48.70,69.72,58.85
2017-12-15,Eastern,465.98,439.79,NaN,NaN,22.60,25.25
2017-12-15,NorthEastern,29.14,33.50,NaN,NaN,12.11,13.44
2017-12-16,Northern,625.32,627.48,30.60,37.65,105.23,112.36
2017-12-16,Western,"1,079.98","1,096.61",25.16,29.96,42.27,17.93
2017-12-16,Southern,614.83,514.25,45.40,48.70,69.72,47.88
2017-12-16,Eastern,465.98,437.33,NaN,NaN,22.60,21.17
2017-12-16,NorthEastern,29.14,32.58,NaN,NaN,12.11,12.78
2017-12-17,Northern,625.32,613.20,30.60,37.71,105.23,106.82
2017-12-17,Western,"1,079.98","1,097.81",25.16,29.91,42.27,13.36
2017-12-17,Southern,614.83,475.08,45.40,48.77,69.72,38.28
2017-12-17,Eastern,461.90,438.66,NaN,NaN,22.60,19.21
2017-12-17,NorthEastern,29.14,27.01,NaN,NaN,12.11,13.02
2017-12-18,Northern,625.32,614.91,30.60,37.49,105.23,112.15
2017-12-18,Western,"1,079.98","1,133.85",25.16,29.90,42.27,20.96
2017-12-18,Southern,615.76,525.67,45.40,48.77,69.72,55.63
2017-12-18,Eastern,464.40,447.33,NaN,NaN,22.60,22.61
2017-12-18,NorthEastern,29.14,30.84,NaN,NaN,12.11,12.23
2017-12-19,Northern,625.32,640.52,30.60,32.04,105.23,110.88
2017-12-19,Western,"1,079.98","1,130.20",25.16,29.90,42.27,22.79
2017-12-19,Southern,615.76,533.09,45.40,47.67,69.72,53.58
2017-12-19,Eastern,464.19,454.50,NaN,NaN,22.60,22.73
2017-12-19,NorthEastern,29.14,32.01,NaN,NaN,12.11,12.31
2017-12-20,Northern,625.32,643.44,30.60,32.13,105.23,113.97
2017-12-20,Western,"1,074.69","1,164.43",25.16,29.89,42.27,18.14
2017-12-20,Southern,623.26,541.79,45.40,47.84,69.72,62.22
2017-12-20,Eastern,464.19,454.44,NaN,NaN,22.60,23.61
2017-12-20,NorthEastern,29.14,30.19,NaN,NaN,12.11,12.34
2017-12-21,Northern,625.32,637.23,30.60,31.98,105.23,112.70
2017-12-21,Western,"1,080.14","1,165.67",25.16,29.88,42.27,18.88
2017-12-21,Southern,627.22,545.99,45.40,47.81,69.72,58.55
2017-12-21,Eastern,464.19,451.96,NaN,NaN,22.60,23.94
2017-12-21,NorthEastern,29.14,30.24,NaN,NaN,12.11,11.49
2017-12-22,Northern,627.92,641.87,30.60,31.97,105.23,113.39
2017-12-22,Western,"1,082.43","1,187.66",25.16,29.86,42.27,17.34
2017-12-22,Southern,627.22,540.52,45.40,48.43,69.72,60.99
2017-12-22,Eastern,464.19,453.63,NaN,NaN,22.60,24.72
2017-12-22,NorthEastern,29.14,29.98,NaN,NaN,12.11,11.51
2017-12-23,Northern,627.92,627.57,30.60,32.02,105.23,116.47
2017-12-23,Western,"1,082.43","1,205.77",25.16,29.86,42.27,20.10
2017-12-23,Southern,627.22,520.38,45.40,63.13,69.72,54.58
2017-12-23,Eastern,466.74,454.66,NaN,NaN,22.60,26.85
2017-12-23,NorthEastern,29.14,30.12,NaN,NaN,12.11,11.57
2017-12-24,Northern,627.92,612.07,30.60,32.14,105.23,112.27
2017-12-24,Western,"1,082.43","1,193.93",25.16,29.90,42.27,17.62
2017-12-24,Southern,627.22,488.45,45.40,69.59,69.72,41.18
2017-12-24,Eastern,462.04,450.14,NaN,NaN,22.60,25.19
2017-12-24,NorthEastern,29.14,29.35,NaN,NaN,12.11,11.57
2017-12-25,Northern,627.92,622.44,30.60,32.10,105.23,111.82
2017-12-25,Western,"1,082.43","1,190.83",25.16,29.84,42.27,16.84
2017-12-25,Southern,627.22,517.09,45.40,70.34,69.72,46.13
2017-12-25,Eastern,462.04,449.95,NaN,NaN,22.60,25.15
2017-12-25,NorthEastern,29.14,34.54,NaN,NaN,12.11,10.69
2017-12-26,Northern,630.59,651.47,30.60,32.05,105.23,117.61
2017-12-26,Western,"1,095.43","1,199.41",25.16,27.73,42.27,20.01
2017-12-26,Southern,627.22,537.83,45.40,70.36,69.72,52.87
2017-12-26,Eastern,471.71,456.19,NaN,NaN,22.60,22.99
2017-12-26,NorthEastern,29.14,33.00,NaN,NaN,12.11,10.97
2017-12-27,Northern,628.09,656.30,30.60,32.02,105.23,115.40
2017-12-27,Western,"1,108.92","1,209.83",25.16,26.06,42.27,18.35
2017-12-27,Southern,627.22,513.31,45.40,71.27,69.72,47.84
2017-12-27,Eastern,471.71,465.62,NaN,NaN,22.60,23.07
2017-12-27,NorthEastern,29.14,28.46,NaN,NaN,12.11,10.57
2017-12-28,Northern,630.77,644.03,30.60,31.99,105.23,113.79
2017-12-28,Western,"1,114.67","1,201.15",25.16,26.19,42.27,17.57
2017-12-28,Southern,627.22,538.66,45.40,71.41,69.72,47.96
2017-12-28,Eastern,471.71,459.73,NaN,NaN,22.60,22.53
2017-12-28,NorthEastern,29.14,30.83,NaN,NaN,12.11,9.83
2017-12-29,Northern,630.77,631.30,30.60,31.97,105.23,114.63
2017-12-29,Western,"1,114.67","1,206.22",25.16,26.19,42.27,20.34
2017-12-29,Southern,627.22,550.12,45.40,71.44,69.72,49.30
2017-12-29,Eastern,471.71,460.81,NaN,NaN,22.60,23.64
2017-12-29,NorthEastern,29.14,31.17,NaN,NaN,12.11,9.62
2017-12-30,Northern,630.77,631.80,30.60,32.01,105.23,113.63
2017-12-30,Western,"1,114.67","1,186.15",25.16,26.21,42.27,18.51
2017-12-30,Southern,631.62,562.95,45.40,71.36,69.72,51.60
2017-12-30,Eastern,471.71,450.00,NaN,NaN,22.60,25.34
2017-12-30,NorthEastern,29.14,35.21,NaN,NaN,12.11,8.76
2017-12-31,Northern,633.37,626.54,30.60,32.52,105.23,108.80
2017-12-31,Western,"1,114.67","1,161.67",25.16,26.14,42.27,16.30
2017-12-31,Southern,631.62,541.31,45.40,71.35,69.72,39.09
2017-12-31,Eastern,474.71,446.42,NaN,NaN,22.60,22.85
2017-12-31,NorthEastern,29.14,35.71,NaN,NaN,12.11,9.17
2018-01-01,Northern,626.60,625.16,30.31,32.09,96.18,110.00
2018-01-01,Western,"1,127.88","1,152.31",25.19,26.14,41.22,19.88
2018-01-01,Southern,638.77,556.72,45.38,72.80,70.04,42.45
2018-01-01,Eastern,478.58,435.94,NaN,NaN,21.76,21.87
2018-01-01,NorthEastern,31.88,35.76,NaN,NaN,11.28,8.56
2018-01-02,Northern,624.00,621.78,30.31,32.07,96.18,113.94
2018-01-02,Western,"1,127.88","1,194.53",25.19,26.14,41.22,18.46
2018-01-02,Southern,635.44,569.41,45.38,76.08,70.04,51.42
2018-01-02,Eastern,476.31,454.95,NaN,NaN,21.76,19.36
2018-01-02,NorthEastern,31.88,36.26,NaN,NaN,11.28,8.66
2018-01-03,Northern,624.00,637.94,30.31,32.09,96.18,113.87
2018-01-03,Western,"1,127.88","1,202.38",25.19,26.14,41.22,23.30
2018-01-03,Southern,635.44,580.01,45.38,76.17,70.04,49.04
2018-01-03,Eastern,476.31,465.11,NaN,NaN,21.76,18.29
2018-01-03,NorthEastern,31.88,36.06,NaN,NaN,11.28,8.17
2018-01-04,Northern,626.50,636.89,30.31,31.66,96.18,111.65
2018-01-04,Western,"1,127.88","1,228.55",25.19,26.14,41.22,25.78
2018-01-04,Southern,635.44,577.00,45.38,75.21,70.04,51.68
2018-01-04,Eastern,476.31,470.32,NaN,NaN,21.76,21.19
2018-01-04,NorthEastern,31.88,35.25,NaN,NaN,11.28,8.34
2018-01-05,Northern,629.13,641.63,30.31,32.18,96.18,110.03
2018-01-05,Western,"1,127.88","1,248.63",25.19,26.20,41.22,25.89
2018-01-05,Southern,635.44,583.69,45.38,76.49,70.04,47.20
2018-01-05,Eastern,476.31,469.49,NaN,NaN,21.76,24.36
2018-01-05,NorthEastern,31.88,30.75,NaN,NaN,11.28,8.43
2018-01-06,Northern,629.13,635.57,30.31,32.17,96.18,109.72
2018-01-06,Western,"1,117.67","1,229.47",25.19,26.18,41.22,29.69
2018-01-06,Southern,636.90,592.77,45.38,76.64,70.04,52.58
2018-01-06,Eastern,480.54,448.04,NaN,NaN,21.76,23.10
2018-01-06,NorthEastern,31.88,30.47,NaN,NaN,11.28,8.33
2018-01-07,Northern,629.13,626.33,30.31,32.23,96.18,108.45
2018-01-07,Western,"1,114.84","1,191.88",25.19,26.14,41.22,19.03
2018-01-07,Southern,636.90,556.09,45.38,76.59,70.04,43.33
2018-01-07,Eastern,480.54,438.99,NaN,NaN,21.76,21.02
2018-01-07,NorthEastern,31.88,33.04,NaN,NaN,11.28,8.03
2018-01-08,Northern,626.22,653.82,30.31,32.20,96.18,108.83
2018-01-08,Western,"1,114.84","1,211.40",25.19,26.13,41.22,21.75
2018-01-08,Southern,636.90,565.57,45.38,72.19,70.04,47.98
2018-01-08,Eastern,480.54,451.27,NaN,NaN,21.76,21.11
2018-01-08,NorthEastern,31.88,33.83,NaN,NaN,11.28,8.84
2018-01-09,Northern,626.22,661.38,30.31,32.18,96.18,106.69
2018-01-09,Western,"1,114.84","1,209.28",25.19,26.17,41.22,20.14
2018-01-09,Southern,640.68,581.51,45.38,65.15,70.04,44.86
2018-01-09,Eastern,494.84,460.03,NaN,NaN,21.76,23.00
2018-01-09,NorthEastern,31.88,34.13,NaN,NaN,11.28,8.61
2018-01-10,Northern,626.22,664.85,30.31,32.05,96.18,106.63
2018-01-10,Western,"1,109.51","1,222.02",25.19,26.17,41.22,23.52
2018-01-10,Southern,636.85,574.20,45.38,65.06,70.04,46.91
2018-01-10,Eastern,494.84,463.60,NaN,NaN,21.76,19.18
2018-01-10,NorthEastern,31.88,34.24,NaN,NaN,11.28,8.28
2018-01-11,Northern,626.22,663.06,30.31,32.22,96.18,108.06
2018-01-11,Western,"1,115.41","1,232.97",25.19,26.19,41.22,27.82
2018-01-11,Southern,636.85,583.78,45.38,65.01,70.04,59.76
2018-01-11,Eastern,494.40,453.23,NaN,NaN,21.76,25.26
2018-01-11,NorthEastern,31.88,32.43,NaN,NaN,11.28,8.37
2018-01-12,Northern,626.22,678.76,30.31,32.29,96.18,107.38
2018-01-12,Western,"1,115.41","1,239.85",25.19,26.10,41.22,29.04
2018-01-12,Southern,636.85,588.67,45.38,65.91,70.04,66.23
2018-01-12,Eastern,494.40,456.59,NaN,NaN,21.76,25.64
2018-01-12,NorthEastern,31.88,32.81,NaN,NaN,11.28,8.15
2018-01-13,Northern,626.22,670.85,30.31,32.18,96.18,104.50
2018-01-13,Western,"1,125.62","1,252.84",25.19,26.12,41.22,26.26
2018-01-13,Southern,636.85,570.54,45.38,68.55,70.04,57.51
2018-01-13,Eastern,494.40,475.49,NaN,NaN,21.76,27.84
2018-01-13,NorthEastern,31.88,32.63,NaN,NaN,11.28,8.22
2018-01-14,Northern,626.22,631.14,30.31,32.17,96.18,101.56
2018-01-14,Western,"1,125.62","1,177.90",25.19,26.12,41.22,27.64
2018-01-14,Southern,636.85,497.81,45.38,70.92,70.04,43.51
2018-01-14,Eastern,494.40,460.84,NaN,NaN,21.76,24.24
2018-01-14,NorthEastern,31.88,32.51,NaN,NaN,11.28,8.04
2018-01-15,Northern,626.22,647.56,30.31,31.98,96.18,105.38
2018-01-15,Western,"1,125.62","1,177.74",25.19,26.12,41.22,34.85
2018-01-15,Southern,636.85,499.73,45.38,68.35,70.04,55.61
2018-01-15,Eastern,494.84,460.45,NaN,NaN,21.76,19.32
2018-01-15,NorthEastern,31.88,33.18,NaN,NaN,11.28,8.40
2018-01-16,Northern,623.55,644.93,30.31,32.13,96.18,105.54
2018-01-16,Western,"1,125.62","1,231.37",25.19,26.12,41.22,32.11
2018-01-16,Southern,636.85,529.73,45.38,60.63,70.04,71.00
2018-01-16,Eastern,494.84,475.27,NaN,NaN,21.76,22.70
2018-01-16,NorthEastern,31.88,33.47,NaN,NaN,11.28,6.96
2018-01-17,Northern,623.55,659.30,30.31,32.17,96.18,105.05
2018-01-17,Western,"1,125.62","1,257.74",25.19,26.19,41.22,26.53
2018-01-17,Southern,636.85,541.54,45.38,61.55,70.04,71.06
2018-01-17,Eastern,484.15,490.72,NaN,NaN,21.76,20.24
2018-01-17,NorthEastern,31.88,33.53,NaN,NaN,11.28,7.18
2018-01-18,Northern,623.55,648.54,30.31,32.13,96.18,103.61
2018-01-18,Western,"1,125.62","1,254.10",25.19,26.15,41.22,20.82
2018-01-18,Southern,636.85,536.01,45.38,61.55,70.04,69.20
2018-01-18,Eastern,484.15,492.04,NaN,NaN,21.76,24.34
2018-01-18,NorthEastern,31.88,31.99,NaN,NaN,11.28,7.45
2018-01-19,Northern,623.55,657.23,30.31,31.99,96.18,100.20
2018-01-19,Western,"1,125.62","1,246.84",25.19,26.15,41.22,26.83
2018-01-19,Southern,636.85,540.79,45.38,60.66,70.04,69.36
2018-01-19,Eastern,484.15,486.65,NaN,NaN,21.76,23.98
2018-01-19,NorthEastern,31.88,31.43,NaN,NaN,11.28,7.58
2018-01-20,Northern,619.13,652.49,30.31,32.02,96.18,100.83
2018-01-20,Western,"1,125.62","1,252.19",25.19,26.12,41.22,17.65
2018-01-20,Southern,636.85,528.85,45.38,60.69,70.04,77.78
2018-01-20,Eastern,484.15,487.57,NaN,NaN,21.76,23.02
2018-01-20,NorthEastern,31.88,32.79,NaN,NaN,11.28,7.48
2018-01-21,Northern,619.13,629.00,30.31,32.16,96.18,98.32
2018-01-21,Western,"1,125.62","1,229.76",25.19,26.15,41.22,15.03
2018-01-21,Southern,636.85,507.00,45.38,60.85,70.04,54.31
2018-01-21,Eastern,484.15,483.46,NaN,NaN,21.76,20.39
2018-01-21,NorthEastern,31.88,32.93,NaN,NaN,11.28,7.14
2018-01-22,Northern,619.13,645.75,30.31,32.15,96.18,99.14
2018-01-22,Western,"1,125.62","1,241.51",25.19,26.18,41.22,20.64
2018-01-22,Southern,638.65,521.46,45.38,61.16,70.04,76.09
2018-01-22,Eastern,486.42,490.75,NaN,NaN,21.76,21.86
2018-01-22,NorthEastern,31.88,31.81,NaN,NaN,11.28,7.58
2018-01-23,Northern,616.44,612.90,30.31,32.05,96.18,95.80
2018-01-23,Western,"1,125.62","1,231.10",25.19,26.18,41.22,25.13
2018-01-23,Southern,638.65,541.55,45.38,64.58,70.04,81.67
2018-01-23,Eastern,486.42,493.79,NaN,NaN,21.76,22.28
2018-01-23,NorthEastern,31.88,32.09,NaN,NaN,11.28,7.32
2018-01-24,Northern,616.44,618.00,30.31,32.22,96.18,95.70
2018-01-24,Western,"1,125.62","1,216.75",25.19,26.21,41.22,21.11
2018-01-24,Southern,636.46,570.30,45.38,63.98,70.04,75.45
2018-01-24,Eastern,486.42,497.51,NaN,NaN,21.76,22.35
2018-01-24,NorthEastern,31.88,31.83,NaN,NaN,11.28,7.58
2018-01-25,Northern,613.98,644.94,30.31,32.11,96.18,97.76
2018-01-25,Western,"1,119.83","1,214.98",25.19,26.19,41.22,22.58
2018-01-25,Southern,636.46,596.86,45.38,65.11,70.04,59.37
2018-01-25,Eastern,486.42,491.14,NaN,NaN,21.76,24.93
2018-01-25,NorthEastern,31.88,31.95,NaN,NaN,11.28,7.57
2018-01-26,Northern,619.27,608.45,30.31,32.28,96.18,92.75
2018-01-26,Western,"1,123.66","1,158.43",25.19,26.19,41.22,11.53
2018-01-26,Southern,636.46,567.09,45.38,64.70,70.04,48.46
2018-01-26,Eastern,486.42,471.99,NaN,NaN,21.76,21.15
2018-01-26,NorthEastern,31.88,30.49,NaN,NaN,11.28,8.22
2018-01-27,Northern,619.27,629.54,30.31,32.19,96.18,92.95
2018-01-27,Western,"1,127.26","1,169.33",25.19,26.19,41.22,19.06
2018-01-27,Southern,636.46,591.65,45.38,66.04,70.04,55.74
2018-01-27,Eastern,483.54,481.14,NaN,NaN,21.76,22.94
2018-01-27,NorthEastern,31.88,32.40,NaN,NaN,11.28,8.21
2018-01-28,Northern,622.18,612.51,30.31,32.22,96.18,92.95
2018-01-28,Western,"1,127.26","1,185.44",25.19,26.19,41.22,16.76
2018-01-28,Southern,636.46,568.36,45.38,71.56,70.04,43.99
2018-01-28,Eastern,483.54,484.25,NaN,NaN,21.76,22.39
2018-01-28,NorthEastern,31.88,32.71,NaN,NaN,11.28,8.28
2018-01-29,Northern,622.18,644.05,30.31,32.28,96.18,95.11
2018-01-29,Western,"1,127.26","1,198.62",25.19,26.14,41.22,18.84
2018-01-29,Southern,640.29,586.52,45.38,74.56,70.04,52.86
2018-01-29,Eastern,483.54,483.73,NaN,NaN,21.76,23.58
2018-01-29,NorthEastern,31.88,28.29,NaN,NaN,11.28,8.01
2018-01-30,Northern,622.18,636.39,30.31,32.08,96.18,93.42
2018-01-30,Western,"1,127.26","1,210.60",25.19,26.14,41.22,18.17
2018-01-30,Southern,640.29,574.39,45.38,73.78,70.04,60.06
2018-01-30,Eastern,483.54,476.47,NaN,NaN,21.76,22.26
2018-01-30,NorthEastern,31.88,33.29,NaN,NaN,11.28,7.38
2018-01-31,Northern,626.18,643.76,30.31,32.06,96.18,93.48
